prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
129,presentacion,presentacion,FV6843 O FV6843X0. VAPOR. SUELA DURILIUM AIRGLIDE,Fv6843 o Fv6843x0. Vapor. Suela Durilium Airglide,sin_cantidad,7087,False,Planchas,,
130,presentacion,presentacion,FV2808X0. VAPOR. SUELA DURILIUM,Fv2808x0. Vapor. Suela Durilium,sin_cantidad,7079,False,Planchas,,
131,presentacion,presentacion,CAJA 12 CERAS. JUMBO. TRIANGULAR C.B. 243126,Caja 12 Ceras. Jumbo. Triangular C.b. 243126,sin_cantidad,7007,False,Crayones,,
132,presentacion,presentacion,70 UR 8750 PSA. 70 PLGS. LED. PUERTO USB. SMART TV,70 Ur 8750 Psa. 70 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,7004,False,Pantallas,,
133,presentacion,presentacion,GALAXY A 24. ANDROID 13/128 GB. CAMARA 5 MP + 5 MP + 2 MP/FRONTAL 13 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,Galaxy a 24. Android 13/128 GB. Cámara 5 MP + 5 MP + 2 MP/frontal 13 MP. 6.5 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,6979,False,Celulares,,
134,presentacion,presentacion,RM2. USB Y BLUETOOTH. POTENCIA 25 W RMS,Rm2. USB y Bluetooth. Potencia 25 W Rms,sin_cantidad,6936,False,Bocinas Portátiles,,
135,presentacion,presentacion,USO RUDO. EXTRACTOR,Uso Rudo. Extractor,sin_cantidad,6812,False,Extractores de Jugos y Exprimidores,,
136,presentacion,presentacion,CAJA 24 CERAS. JUMBO. C.B.201430,Caja 24 Ceras. Jumbo. C.b.201430,sin_cantidad,6754,False,Crayones,,
137,presentacion,presentacion,WM 1811 D. 1.1 PIES CUBICOS. COLOR GRIS/ESPEJO,Wm 1811 D. 1.1 Pies Cúbicos. Color Gris/espejo,sin_cantidad,6753,False,Horno de Microondas,,
138,presentacion,presentacion,WFR 3200 D00. FRENTE 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR ACERO,Wfr 3200 D00. Frente 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Acero,sin_cantidad,6723,False,Estufas,,
139,presentacion,presentacion,60 UQ 8000PSB. 60 PLGS. LED. PUERTO USB. SMART TV,60 Uq 8000psb. 60 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,6720,False,Pantallas,,
140,presentacion,presentacion,FPSTHB2610W O FPSTHB2610W-013. DE INMERSION. 1 VELOCIDAD. SIN TAZON,Fpsthb2610w o Fpsthb2610w-013. de Inmersión. 1 Velocidad. Sin Tazón,sin_cantidad,6719,False,Batidoras,,
141,presentacion,presentacion,"RF 22 A4010 S9. 628 DM3. 3 PUERTAS, 2 VERTICALES Y 1 HORIZONTAL. DESHIELO AUTOMATICO DE DURACION LARGA","Rf 22 A4010 S9. 628 Dm3. 3 Puertas, 2 Verticales y 1 Horizontal. Deshielo Automático de DuRación Larga",sin_cantidad,6688,False,Refrigeradores,,
142,presentacion,presentacion,FV2864 O FV2864X0. VAPOR . SUELA CERAMICA,Fv2864 o Fv2864x0. Vapor . Suela Cerámica,sin_cantidad,6674,False,Planchas,,
143,presentacion,presentacion,FPSTJU407W O FPSTJU407W-013. EXPRIMIDOR,Fpstju407w o Fpstju407w-013. Exprimidor,sin_cantidad,6626,False,Extractores de Jugos y Exprimidores,,
144,presentacion,presentacion,"HT-S20R. BLUETOOTH, USB. POTENCIA 400 W. SONIDO 5.1","Ht-s20r. Bluetooth, USB. Potencia 400 W. Sonido 5.1",sin_cantidad,6624,False,Barra de Sonido,,
145,presentacion,presentacion,FV6822 O FV 6822X0. VAPOR. SUELA DURILIUM AIRGLIDE,Fv6822 o Fv 6822x0. Vapor. Suela Durilium Airglide,sin_cantidad,6572,False,Planchas,,
146,presentacion,presentacion,"CJ 45. CD S 1 (MP3, USB, BLUETOOTH). POTENCIA 8100 W (PMPO)","Cj 45. Cd´s 1 (mp3, USB, Bluetooth). Potencia 8100 W (pmpo)",sin_cantidad,6541,False,Componentes de Audio,,
147,presentacion,presentacion,CAJA 12 CERAS. EXTRA JUMBO O EXTRA GRUESOS,Caja 12 Ceras. Extra Jumbo o Extra Gruesos,sin_cantidad,6387,False,Crayones,,
148,presentacion,presentacion,CM3218MX. CAPACIDAD 6 TAZAS,Cm3218mx. Capacidad 6 Tazas,sin_cantidad,6357,False,Cafeteras,,
149,presentacion,presentacion,"MHC-V73D. CD S 1. MP3, DVD, USB Y BLUETOOTH","Mhc-v73d. Cd´s 1. Mp3, Dvd, USB y Bluetooth",sin_cantidad,6352,False,Bocinas Portátiles,,
150,presentacion,presentacion,FRASCO CON 120 ML. SOLUCION 0.040 G./0.150 G./100 ML,Frasco con 120 Ml. Solución 0.040 G./0.150 G./100 Ml.,cantidades_alternativas,6327,False,Ambroxol Salbutamol,kg,0.04
151,presentacion,presentacion,CAJA CON 12 TABLETAS. 6 SOBRES CON 2 TABLETAS C/U. THERAPILLS,Caja con 12 Tabletas. 6 Sobres con 2 Tabletas C/u. Therapills,conteo_por_unidad_de_empaque,6317,False,Theraflu,pieza,12.0
152,presentacion,presentacion,TO3250XSB,To3250xsb,sin_cantidad,6253,False,Horno Eléctrico,,
153,presentacion,presentacion,DT7111 O DT7111 X1,Dt7111 o Dt7111 X1,sin_cantidad,6246,False,Planchas de Vapor Vertical,,
154,presentacion,presentacion,FPSTHS3611 O FPSTHS3611-013. PEDESTAL. 6 VELOCIDADES. TAZON VIDRIO,Fpsths3611 o Fpsths3611-013. Pedestal. 6 Velocidades. Tazón Vidrio,sin_cantidad,6116,False,Batidoras,,
155,presentacion,presentacion,RNC5. USB Y BLUETOOTH. POTENCIA 500 W RMS,Rnc5. USB y Bluetooth. Potencia 500 W Rms,sin_cantidad,6086,False,Bocinas Portátiles,,
156,presentacion,presentacion,HMM111BS. 1.1 PIES CUBICOS. COLOR GRIS/ESPEJO,Hmm111bs. 1.1 Pies Cúbicos. Color Gris/espejo,sin_cantidad,6071,False,Horno de Microondas,,
157,presentacion,presentacion,TSSTVV7118 O TSSTVV7118-1MX,Tsstvv7118 o Tsstvv7118-1mx,sin_cantidad,6066,False,Horno Eléctrico,,
158,presentacion,presentacion,MOTO E 13. ANDROID 13/MEMORIA INTERNA 64 GB. CAMARA 13 MP/FRONTAL 8 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,Moto e 13. Android 13/memoria Interna 64 Gb. Cámara 13 Mp/frontal 8 Mp. 6.5 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,6043,False,Celulares,,
159,presentacion,presentacion,BLST4125 O BLST4125-013. VELOCIDADES 1 + 1 PULSO. BASE METAL. VASO VIDRIO. COLOR GRIS,Blst4125 o Blst4125-013. Velocidades 1 + 1 Pulso. Base Metal. Vaso Vidrio. Color Gris,sin_cantidad,6028,False,Licuadoras,,
160,presentacion,presentacion,"CK 43. CD S 1 (MP3, USB Y BLUETOOTH). POTENCIA 3300 W (PMPO)","Ck 43. Cd´s 1 (mp3, USB y Bluetooth). Potencia 3300 W (pmpo)",sin_cantidad,6002,False,Componentes de Audio,,
161,presentacion,presentacion,EKE-506. FRENTE 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR ACERO,Eke-506. Frente 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Acero,sin_cantidad,5982,False,Estufas,,
162,presentacion,presentacion,"RME 360 FG (MRE0) (GRAFITO). 368.82 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Rme 360 Fg (mre0) (grafito). 368.82 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,5955,False,Refrigeradores,,
163,presentacion,presentacion,19803R. VAPOR. DURATHON ANTIADHERENTE,19803r. Vapor. Durathon Antiadherente,sin_cantidad,5947,False,Planchas,,
164,presentacion,presentacion,UN 55DU7000F. 55 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 55du7000f. 55 Plgs. Crystal. Puerto USB. Smart TV.,sin_cantidad,5941,False,Pantallas,,
165,presentacion,presentacion,BOTE PLASTICO 28 CERAS. JUMBO. C.B. 201539,Bote Plástico 28 Ceras. Jumbo. C.b. 201539,sin_cantidad,5910,False,Crayones,,
166,presentacion,presentacion,EM 5030 BAIS1A. 20 PLGS. 4 QUEMADORES. ENCENDIDO MANUAL. COLOR GRIS/ACERO,Em 5030 Bais1a. 20 Plgs. 4 Quemadores. Encendido Manual. Color Gris/acero,sin_cantidad,5902,False,Estufas,,
167,presentacion,presentacion,FIRE TV STICK LITE,Fire TV Stick Lite,sin_cantidad,5861,False,Reproductores Streaming,,
168,presentacion,presentacion,SWITCH OLED. NEON O WHITE. 64 GB. SIN JUEGO INCLUIDO,Switch Oled. Neon o White. 64 Gb. Sin Juego Incluido,sin_cantidad,5843,False,Electrónicos de Video,,
169,presentacion,presentacion,EK-501 FNM. 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR NEGRA,Ek-501 Fnm. 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Negra,sin_cantidad,5803,False,Estufas,,
170,presentacion,presentacion,32 LR 650 BPSA. 32 PLGS. LED. PUERTO USB. SMART TV,32 Lr 650 Bpsa. 32 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,5776,False,Pantallas,,
171,presentacion,presentacion,"GM 29 BP (SILVER).816 L. 3 PUERTAS, 2 VERTICALES Y 1 HORIZONTAL. DESHIELO AUTOMATICO AJUSTABLE","Gm 29 Bp (silver).816 L. 3 Puertas, 2 Verticales y 1 Horizontal. Deshielo Automático Ajustable",sin_cantidad,5748,False,Refrigeradores,,
172,presentacion,presentacion,"MHC-V13. CD S 1. MP3, USB Y BLUETOOTH","Mhc-v13. Cd´s 1. Mp3, USB y Bluetooth",sin_cantidad,5733,False,Bocinas Portátiles,,
173,presentacion,presentacion,HW-C450. BLUETOOTH. USB. POTENCIA 300 W. SONIDO 2.1,Hw-c450. Bluetooth. USB. Potencia 300 W. Sonido 2.1,sin_cantidad,5727,False,Barra de Sonido,,
174,presentacion,presentacion,2 CAJAS CON FRASCO CON 30 CAPSULAS C/U,2 Cajas con Frasco con 30 Cápsulas C/u,conteo_por_unidad_de_empaque,5717,False,Biometrix,pieza,30.0
175,presentacion,presentacion,GCSTBS3803 O GCSTBS3803-013. VAPOR. SUELA ANTIADHERENTE,Gcstbs3803 o Gcstbs3803-013. Vapor. Suela Antiadherente,sin_cantidad,5642,False,Planchas,,
176,presentacion,presentacion,WM 1811 B. 1.1 PIES CUBICOS. COLOR NEGRO,Wm 1811 B. 1.1 Pies Cúbicos. Color Negro,sin_cantidad,5624,False,Horno de Microondas,,
177,presentacion,presentacion,CM223DMX. CAPACIDAD 7 TAZAS,Cm223dmx. Capacidad 7 Tazas,sin_cantidad,5613,False,Cafeteras,,
178,presentacion,presentacion,ZP200855/MCO. EXPRIMIDOR,Zp200855/mco. Exprimidor,sin_cantidad,5604,False,Extractores de Jugos y Exprimidores,,
179,presentacion,presentacion,"RMA 250 PVMR (E0) (GRAFITO). 251.2 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Rma 250 Pvmr (e0) (grafito). 251.2 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,5597,False,Refrigeradores,,
180,presentacion,presentacion,"RMA 250 PVMRM0 (SILVER). 251.2 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Rma 250 Pvmrm0 (silver). 251.2 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,5569,False,Refrigeradores,,
181,presentacion,presentacion,2 CAJAS CON 8 TABLETAS DE 20 MG. C/U,2 Cajas con 8 Tabletas de 20 Mg. C/u,conteo_por_unidad_de_empaque,5536,False,Cialis,pieza,8.0
182,presentacion,presentacion,WM 1211 D. 1.1 PIES CUBICOS. COLOR SILVER/ESPEJO,Wm 1211 D. 1.1 Pies Cúbicos. Color Silver/espejo,sin_cantidad,5439,False,Horno de Microondas,,
183,presentacion,presentacion,SWITCH. NEON 1.1. 32 GB. SIN JUEGO INCLUIDO,Switch. Neon 1.1. 32 Gb. Sin Juego Incluido,sin_cantidad,5358,False,Electrónicos de Video,,
184,presentacion,presentacion,MOTO G 24. ANDROID 14. MEMORIA INTERNA 256 GB. CAMARA 50 MP + 2 MP/FRONTAL 8 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,Moto G 24. Android 14. Memoria Interna 256 GB. Cámara 50 MP + 2 MP/frontal 8 MP. 6.5 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,5346,False,Celulares,,
185,presentacion,presentacion,A 40. ANDROID 14. MEMORIA INTERNA 256 GB. CAMARA 50 MP/FRONTAL 5 MP. 6.6 PLGS. MICRO SD HASTA 1 TB,A 40. Android 14. Memoria Interna 256 GB. Cámara 50 MP/frontal 5 MP. 6.6 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,5340,False,Celulares,,
186,presentacion,presentacion,FPSTHM360R O FPSTHM360R-013. MANUAL. 7 VELOCIDADES. SIN TAZON,Fpsthm360r o Fpsthm360r-013. Manual. 7 Velocidades. Sin Tazón,sin_cantidad,5309,False,Batidoras,,
187,presentacion,presentacion,MOTO G15. ANDROID 15/MEMORIA INTERNA 256 GB. CAMARA 50 MP + 5 MP/FRONTAL 8 MP. 6.6 PLGS. MICRO SD HASTA 1 TB,Moto G15. Android 15/memoria Interna 256 GB. Cámara 50 MP + 5 MP/frontal 8 MP. 6.6 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,5254,False,Celulares,,
188,presentacion,presentacion,PB2004G. VELOCIDADES 2+1 PULSO. BASE ACERO. VASO PLASTICO. COLOR PLATA,Pb2004g. Velocidades 2+1 Pulso. Base Acero. Vaso Plástico. Color Plata,sin_cantidad,5224,False,Licuadoras,,
189,presentacion,presentacion,MS 1597 DIS. 1.5 PIES CUBICOS. COLOR NEGRO/ESPEJO,Ms 1597 Dis. 1.5 Pies Cúbicos. Color Negro/espejo,sin_cantidad,5204,False,Horno de Microondas,,
190,presentacion,presentacion,ECHO DOT. SIN RELOJ. COLOR BLANCA O NEGRA,Echo Dot. Sin Reloj. Color Blanca o Negra,sin_cantidad,5152,False,Asistentes de Voz,,
191,presentacion,presentacion,HT-S400. S-400. BLUETOOTH. USB. POTENCIA 330 W. SONIDO 2.1,Ht-s400. S-400. Bluetooth. USB. Potencia 330 W. Sonido 2.1,sin_cantidad,5148,False,Barra de Sonido,,
192,presentacion,presentacion,CFN-2020. 20 PLGS. PISO CON OPCION DE PARED. 3 VELOCIDADES,Cfn-2020. 20 Plgs. Piso con Opción de Pared. 3 Velocidades,sin_cantidad,5121,False,Ventiladores,,
193,presentacion,presentacion,WEM 7659 CFS1A O CFS1B O CFIS1D. 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR GRIS/ACERO,Wem 7659 Cfs1a o Cfs1b o Cfis1d. 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Gris/acero,sin_cantidad,5087,False,Estufas,,
194,presentacion,presentacion,TAB M9.TB310FU. 9 PLGS. MEMORIA INTERNA 64 GB. MEMORIA RAM 4 GB,Tab M9.tb310fu. 9 Plgs. Memoria Interna 64 GB. Memoria RAM 4 GB.,sin_cantidad,5070,False,Tablet,,
195,presentacion,presentacion,WFR 5000 D00. FRENTE 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR ACERO,Wfr 5000 D00. Frente 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Acero,sin_cantidad,5054,False,Estufas,,
196,presentacion,presentacion,FIRE TV STICK,Fire TV Stick,sin_cantidad,4988,False,Reproductores Streaming,,
197,presentacion,presentacion,GCSTAC6952 O GCSTAC6952-013. VAPOR. SUELA AEROCERAMICA,Gcstac6952 o Gcstac6952-013. Vapor. Suela AeroCerámica,sin_cantidad,4977,False,Planchas,,
198,presentacion,presentacion,FPSTJE316P O FPSTJE316P-013. EXTRACTOR,Fpstje316p o Fpstje316p-013. Extractor,sin_cantidad,4965,False,Extractores de Jugos y Exprimidores,,
199,presentacion,presentacion,XL7S. USB Y BLUETOOTH. POTENCIA 250 W RMS,Xl7s. USB y Bluetooth. Potencia 250 W Rms,sin_cantidad,4939,False,Bocinas Portátiles,,
200,presentacion,presentacion,"MHC-V43D. CD S 1. MP3, DVD, USB Y BLUETOOTH","Mhc-v43d. Cd´s 1. Mp3, Dvd, USB y Bluetooth",sin_cantidad,4933,False,Bocinas Portátiles,,
201,presentacion,presentacion,FV2880 O FV2880X0. VAPOR. DURILIUM AIRGLIDE,Fv2880 o Fv2880x0. Vapor. Durilium Airglide,sin_cantidad,4930,False,Planchas,,
202,presentacion,presentacion,58A6NV. 58 PLGS. ULED. PUERTO USB. SMART TV,58a6nv. 58 Plgs. Uled. Puerto USB. Smart TV.,sin_cantidad,4922,False,Pantallas,,
203,presentacion,presentacion,75 UR 7800 PSB. 75 PLGS. LED. PUERTO USB. SMART TV,75 Ur 7800 Psb. 75 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,4914,False,Pantallas,,
204,presentacion,presentacion,EM 7654 BFIS3A. 30 PLGS. 6 QUEMADORES ENCENDIDO ELECTRONICO. COLOR GRIS/ACERO,Em 7654 Bfis3a. 30 Plgs. 6 Quemadores Encendido Electrónico. Color Gris/acero,sin_cantidad,4885,False,Estufas,,
205,presentacion,presentacion,"GT 32 BDC (SILVER). 315 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Gt 32 Bdc (silver). 315 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,4884,False,Refrigeradores,,
206,presentacion,presentacion,"GT 29 WDC (SILVER). 255 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Gt 29 Wdc (silver). 255 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,4819,False,Refrigeradores,,
207,presentacion,presentacion,MOTO E 22 I. ANDROID 12.0 (S) GO/MEMORIA INTERNA 64 GB. CAMARA 13 MP + 2 MP/FRONTAL 5 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,Moto e 22 I. Android 12.0 (s) Go/memoria Interna 64 Gb. Cámara 13 Mp + 2 Mp/frontal 5 Mp. 6.5 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,4787,False,Celulares,,
208,presentacion,presentacion,55A6NV. 55 PLGS. LED. PUERTO USB. SMART TV,55a6nv. 55 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,4761,False,Pantallas,,
209,presentacion,presentacion,WM 1514 D. 1.4 PIES CUBICOS. COLOR GRIS/ESPEJO,Wm 1514 D. 1.4 Pies Cúbicos. Color Gris/espejo,sin_cantidad,4760,False,Horno de Microondas,,
210,presentacion,presentacion,CM0916B. CAPACIDAD 12 TAZAS,Cm0916b. Capacidad 12 Tazas,sin_cantidad,4744,False,Cafeteras,,
211,presentacion,presentacion,NN-SB656B. 1.3 PIES CUBICOS. COLOR NEGRO/ESPEJO,Nn-sb656b. 1.3 Pies Cúbicos. Color Negro/espejo,sin_cantidad,4687,False,Horno de Microondas,,
212,presentacion,presentacion,BLSTPEG-NPB O BLSTPEG-NPB-013. VELOCIDAD 6 + 1 PULSO. BASE METAL. VASO VIDRIO. COLOR PLATA,Blstpeg-npb o Blstpeg-npb-013. Velocidad 6 + 1 Pulso. Base Metal. Vaso Vidrio. Color Plata,sin_cantidad,4641,False,Licuadoras,,
213,presentacion,presentacion,EM 5030 BAIS0A O BAIS0B O BAIS0C. 20 PLGS. 4 QUEMADORES. ENCENDIDO MANUAL. COLOR GRIS/ACERO,Em 5030 Bais0a o Bais0b o Bais0c. 20 Plgs. 4 Quemadores. Encendido Manual. Color Gris/acero,sin_cantidad,4640,False,Estufas,,
214,presentacion,presentacion,NN-ST34HM. 0.9 PIES CUBICOS. COLOR GRIS,Nn-st34hm. 0.9 Pies Cúbicos. Color Gris,sin_cantidad,4624,False,Horno de Microondas,,
215,presentacion,presentacion,FPSTHMAMR O FPSTHMAMR-013. MANUAL. 5 VELOCIDADES. SIN TAZON,Fpsthmamr o Fpsthmamr-013. Manual. 5 Velocidades. Sin Tazón,sin_cantidad,4615,False,Batidoras,,
216,presentacion,presentacion,SRS-XP700. USB Y BLUETOOTH,Srs-xp700. USB y Bluetooth,sin_cantidad,4581,False,Bocinas Portátiles,,
217,presentacion,presentacion,CAJA CON 2 FRASCOS CON 30 CAPSULAS C/U,Caja con 2 Frascos con 30 Cápsulas C/u,conteo_por_unidad_de_empaque,4560,False,Pharmaton. con Gingeng G115,pieza,30.0
218,presentacion,presentacion,32A4KV. 32 PLGS. LED. PUERTO USB. SMART TV,32a4kv. 32 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,4518,False,Pantallas,,
219,presentacion,presentacion,"S40 Q. BLUETOOTH, USB. POTENCIA 300 W. SONIDO 2.1","S40 Q. Bluetooth, Usb. Potencia 300 W. Sonido 2.1",sin_cantidad,4434,False,Barra de Sonido,,
220,presentacion,presentacion,A 57. ANDROID 12 (S)/MEMORIA INTERNA 128 GB. CAMARA 13 MP + 2 MP/FRONTAL 8 MP .6.6 PLGS. MICRO SD HASTA 1 TB,A 57. Android 12 (s)/memoria Interna 128 Gb. Cámara 13 Mp + 2 Mp/frontal 8 Mp .6.6 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,4425,False,Celulares,,
221,presentacion,presentacion,A 5 PRO. ANDROID 15/MEMORIA INTERNA 256 GB. CAMARA 50 MP + 2 MP + 2 MP/FRONTAL 8 MP. 6.6 PLGS. MICRO SD HASTA 1 TB,A 5 Pro. Android 15/memoria Interna 256 GB. Cámara 50 MP + 2 MP + 2 MP/frontal 8 MP. 6.6 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,4415,False,Celulares,,
222,presentacion,presentacion,SWITCH 2. MARIO KART WORLD BUNDLE. 256 GB. MARIO KART WORLD. DESCARGA DIGITAL,Switch 2. Mario Kart World Bundle. 256 GB. Mario Kart World. Descarga Digital,sin_cantidad,4408,False,Electrónicos de Video,,
223,presentacion,presentacion,UN 65DU7000F. 65 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 65du7000f. 65 Plgs. Crystal. Puerto USB. Smart TV.,sin_cantidad,4405,False,Pantallas,,
224,presentacion,presentacion,"BLST4126 O BLST4126-013. VELOCIDADES 1+1 PULSO. BASE METAL. VASO VIDRIO, COLOR ROJA","Blst4126 o Blst4126-013. Velocidades 1+1 Pulso. Base Metal. Vaso Vidrio, Color Roja",sin_cantidad,4394,False,Licuadoras,,
225,presentacion,presentacion,IRBD302. VAPOR. SUELA ANTIADHERENTE,Irbd302. Vapor. Suela Antiadherente,sin_cantidad,4301,False,Planchas,,
226,presentacion,presentacion,PS5. ASTRO BOT-GRAN TURISMO 7. 1 TB. ASTRO BOT-GRAN TURISMO 7. DESCARGA DIGITAL,Ps5. Astro Bot-gran Turismo 7. 1 TB. Astro Bot-gran Turismo 7. Descarga Digital,sin_cantidad,4301,False,Electrónicos de Video,,
227,presentacion,presentacion,"RMS 400 IA (MRX0) (GRIS). 399.95 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO AJUSTABLE","Rms 400 Ia (mrx0) (gris). 399.95 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático Ajustable",sin_cantidad,4271,False,Refrigeradores,,
228,presentacion,presentacion,EM 5032 BAPS0A O BAPS1A O BAPS0B. FRENTE 20 PLGS. 4 QUEMADORES. ENCENDIDO MANUAL. COLOR GRIS/ACERO,Em 5032 Baps0a o Baps1a o Baps0b. Frente 20 Plgs. 4 Quemadores. Encendido Manual. Color Gris/acero,sin_cantidad,4230,False,Estufas,,
229,presentacion,presentacion,MX-T70. USB Y BLUETOOTH. POTENCIA 1500 W RMS,Mx-t70. USB y Bluetooth. Potencia 1500 W Rms,sin_cantidad,4230,False,Bocinas Portátiles,,
230,presentacion,presentacion,BLSTSOGS5661W O BLSTSOG5661W-013. VELOCIDADES 6+1 PULSO. BASE PLASTICO. VASO VIDRIO. COLOR BLANCA,Blstsogs5661w o Blstsog5661w-013. Velocidades 6+1 Pulso. Base Plástico. Vaso Vidrio. Color Blanca,sin_cantidad,4229,False,Licuadoras,,
231,presentacion,presentacion,FREAL 2020 O 2020N. 20 PLGS. PISO. 3 VELOCIDADES,Freal 2020 o 2020n. 20 Plgs. Piso. 3 Velocidades,sin_cantidad,4188,False,Ventiladores,,
232,presentacion,presentacion,"SNH5. BLUETOOTH, USB. POTENCIA 600 W. SONIDO 4.1","Snh5. Bluetooth, USB. Potencia 600 W. Sonido 4.1",sin_cantidad,4163,False,Barra de Sonido,,
233,presentacion,presentacion,PS5. ASTRO BOT-GRAN TURISMO 7. 1 TB. ASTRO BOT-GRAN TURISMO 7. CON LECTOR DE DISCO,Ps5. Astro Bot-gran Turismo 7. 1 TB. Astro Bot-gran Turismo 7. con Lector de Disco,sin_cantidad,4147,False,Electrónicos de Video,,
234,presentacion,presentacion,SM2118MX,Sm2118mx,sin_cantidad,4129,False,Sandwicheras,,
235,presentacion,presentacion,CAJA 18 CERAS. EXTRA JUMBO O EXTRA GRUESOS,Caja 18 Ceras. Extra Jumbo o Extra Gruesos,sin_cantidad,4029,False,Crayones,,
236,presentacion,presentacion,UN 32T4310AF. 32 PLGS. LED. PUERTO USB. SMART TV,Un 32t4310af. 32 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,4021,False,Pantallas,,
237,presentacion,presentacion,EM 7620 BAIS2A. 30 PLGS. 6 QUEMADORES. ENCENDIDO MANUAL. GRIS/ACERO,Em 7620 Bais2a. 30 Plgs. 6 Quemadores. Encendido Manual. Gris/acero,sin_cantidad,3994,False,Estufas,,
238,presentacion,presentacion,NX 52 D 3000 MV/AX. FRENTE 30 PLGS. 6 QUEMADORES. ENCENDIDO ELECTRONICO. COLOR GRIS/ACERO,Nx 52 D 3000 Mv/ax. Frente 30 Plgs. 6 Quemadores. Encendido Electrónico. Color Gris/acero,sin_cantidad,3979,False,Estufas,,
239,presentacion,presentacion,XBOOM GO XG 5QBK O XG 5. DURACION DE BATERIA 18 H. POTENCIA 30 W,Xboom Go Xg 5qbk o Xg 5. DuRación de Bateria 18 H. Potencia 30 W,sin_cantidad,3961,False,MiniBocinas Portátiles Bluetooth,,
240,presentacion,presentacion,BL1140MB-MX. VELOCIDADES 12 + 1 PULSO. BASE PLASTICO. VASO PLASTICO. COLOR NEGRA,Bl1140mb-mx. Velocidades 12 + 1 Pulso. Base Plástico. Vaso Plástico. Color Negra,sin_cantidad,3955,False,Licuadoras,,
241,presentacion,presentacion,GCSTBS3801 O GCSTBS3801-013. VAPOR. SUELA ANTIADHERENTE,Gcstbs3801 o Gcstbs3801-013. Vapor. Suela Antiadherente,sin_cantidad,3939,False,Planchas,,
242,presentacion,presentacion,WFR 5200 D00. 30 PLGS. 6 QUEMADORES ENCENDIDO ELECTRONICO. COLOR ACERO,Wfr 5200 D00. 30 Plgs. 6 Quemadores Encendido Electrónico. Color Acero,sin_cantidad,3934,False,Estufas,,
243,presentacion,presentacion,NAW 1001 S00 O S01. FRENTE 20 PLGS. 4 QUEMADORES. ENCENDIDO MANUAL. COLOR NEGRO/ACERO,Naw 1001 S00 o S01. Frente 20 Plgs. 4 Quemadores. Encendido Manual. Color Negro/acero,sin_cantidad,3909,False,Estufas,,
